componentName,fromTimestamp,maxValue,metricName,minValue,toTimestamp,unit
database-service,2024-01-01T00:00:00Z,41.918509131147246,cpu-usage,25.894846304609818,2024-01-01T00:05:00Z,percent
database-service,2024-01-01T00:00:00Z,27.73565588899296,disk-io,20.98394690716163,2024-01-01T00:05:00Z,mbps
database-service,2024-01-01T00:05:00Z,49.234645787428995,cpu-usage,27.430975218028898,2024-01-01T00:10:00Z,percent
database-service,2024-01-01T00:05:00Z,24.8349067037366,disk-io,11.727161178934017,2024-01-01T00:10:00Z,mbps
database-service,2024-01-01T00:10:00Z,44.11017455439107,cpu-usage,22.468182867415372,2024-01-01T00:15:00Z,percent
database-service,2024-01-01T00:10:00Z,24.650400337480445,disk-io,18.621373194836874,2024-01-01T00:15:00Z,mbps
database-service,2024-01-01T00:15:00Z,54.326061534909144,cpu-usage,39.27911937748635,2024-01-01T00:20:00Z,percent
database-service,2024-01-01T00:15:00Z,24.549393692326245,disk-io,13.192307861415951,2024-01-01T00:20:00Z,mbps
database-service,2024-01-01T00:20:00Z,48.59466654052855,cpu-usage,26.3519586183387,2024-01-01T00:25:00Z,percent
database-service,2024-01-01T00:20:00Z,28.277299050776342,disk-io,13.894051000997,2024-01-01T00:25:00Z,mbps
database-service,2024-01-01T00:25:00Z,43.12804896957294,cpu-usage,27.12849374234694,2024-01-01T00:30:00Z,percent
database-service,2024-01-01T00:25:00Z,21.657379444014467,disk-io,12.331207017316691,2024-01-01T00:30:00Z,mbps
database-service,2024-01-01T00:30:00Z,46.998421116286046,cpu-usage,35.92440721846307,2024-01-01T00:35:00Z,percent
database-service,2024-01-01T00:30:00Z,22.43262500949365,disk-io,12.02842023442625,2024-01-01T00:35:00Z,mbps
database-service,2024-01-01T00:35:00Z,54.145597028990395,cpu-usage,43.335047973841185,2024-01-01T00:40:00Z,percent
database-service,2024-01-01T00:35:00Z,41.32999533376716,disk-io,25.453365241168115,2024-01-01T00:40:00Z,mbps
database-service,2024-01-01T00:40:00Z,47.84130579492047,cpu-usage,24.681380355183407,2024-01-01T00:45:00Z,percent
database-service,2024-01-01T00:40:00Z,33.46003168312487,disk-io,17.925788680777327,2024-01-01T00:45:00Z,mbps
database-service,2024-01-01T00:45:00Z,45.57831117944417,cpu-usage,35.329966305785234,2024-01-01T00:50:00Z,percent
database-service,2024-01-01T00:45:00Z,36.29556648890768,disk-io,23.401497242214948,2024-01-01T00:50:00Z,mbps
database-service,2024-01-01T00:50:00Z,55.478057733785256,cpu-usage,39.83360178865319,2024-01-01T00:55:00Z,percent
database-service,2024-01-01T00:50:00Z,26.691264768035897,disk-io,16.237471072425873,2024-01-01T00:55:00Z,mbps
database-service,2024-01-01T00:55:00Z,51.65311345365711,cpu-usage,33.23186783720068,2024-01-01T01:00:00Z,percent
database-service,2024-01-01T00:55:00Z,26.278288987011706,disk-io,19.800377438755774,2024-01-01T01:00:00Z,mbps
database-service,2024-01-01T01:00:00Z,55.00331672421912,cpu-usage,43.86019777876545,2024-01-01T01:05:00Z,percent
database-service,2024-01-01T01:00:00Z,22.491073656317823,disk-io,16.350544714564286,2024-01-01T01:05:00Z,mbps
database-service,2024-01-01T01:05:00Z,55.13511027377271,cpu-usage,34.119755609435515,2024-01-01T01:10:00Z,percent
database-service,2024-01-01T01:05:00Z,31.92963070031233,disk-io,25.238570044895397,2024-01-01T01:10:00Z,mbps
database-service,2024-01-01T01:10:00Z,50.67417582276096,cpu-usage,33.72654711737607,2024-01-01T01:15:00Z,percent
database-service,2024-01-01T01:10:00Z,25.532722715614323,disk-io,12.110732452383832,2024-01-01T01:15:00Z,mbps
database-service,2024-01-01T01:15:00Z,45.878670565469335,cpu-usage,22.495572960911073,2024-01-01T01:20:00Z,percent
database-service,2024-01-01T01:15:00Z,20.514576926528694,disk-io,10.097731969626611,2024-01-01T01:20:00Z,mbps
