componentName,fromTimestamp,maxValue,metricName,minValue,toTimestamp,unit
api-gateway,2024-01-01T00:00:00Z,109.4939436663019,response-time,85.97703327221063,2024-01-01T00:05:00Z,milliseconds
api-gateway,2024-01-01T00:00:00Z,667.4229393554612,request-count,492.2152621139645,2024-01-01T00:05:00Z,count
api-gateway,2024-01-01T00:05:00Z,111.5633142902393,response-time,86.43851883967193,2024-01-01T00:10:00Z,milliseconds
api-gateway,2024-01-01T00:05:00Z,628.8110703288473,request-count,517.9933711549004,2024-01-01T00:10:00Z,count
api-gateway,2024-01-01T00:10:00Z,103.478110844626,response-time,72.74120479080668,2024-01-01T00:15:00Z,milliseconds
api-gateway,2024-01-01T00:10:00Z,622.8245309229881,request-count,458.29130428009967,2024-01-01T00:15:00Z,count
api-gateway,2024-01-01T00:15:00Z,97.2014616064742,response-time,69.27546689532932,2024-01-01T00:20:00Z,milliseconds
api-gateway,2024-01-01T00:15:00Z,558.4330257905528,request-count,371.08889826845643,2024-01-01T00:20:00Z,count
api-gateway,2024-01-01T00:20:00Z,136.69178108692552,response-time,96.84452957778223,2024-01-01T00:25:00Z,milliseconds
api-gateway,2024-01-01T00:20:00Z,566.5216245758897,request-count,461.1503074924954,2024-01-01T00:25:00Z,count
api-gateway,2024-01-01T00:25:00Z,124.3204555745482,response-time,98.68014079734648,2024-01-01T00:30:00Z,milliseconds
api-gateway,2024-01-01T00:25:00Z,518.9856417254448,request-count,340.691075448082,2024-01-01T00:30:00Z,count
api-gateway,2024-01-01T00:30:00Z,114.33187951938987,response-time,77.89802996793657,2024-01-01T00:35:00Z,milliseconds
api-gateway,2024-01-01T00:30:00Z,661.6582987249756,request-count,473.6359350011512,2024-01-01T00:35:00Z,count
api-gateway,2024-01-01T00:35:00Z,102.59375461506751,response-time,69.50718007844772,2024-01-01T00:40:00Z,milliseconds
api-gateway,2024-01-01T00:35:00Z,607.7839055528075,request-count,427.0331593225483,2024-01-01T00:40:00Z,count
api-gateway,2024-01-01T00:40:00Z,123.30602724592208,response-time,83.522706556591,2024-01-01T00:45:00Z,milliseconds
api-gateway,2024-01-01T00:40:00Z,650.6285357254256,request-count,517.4062001104722,2024-01-01T00:45:00Z,count
api-gateway,2024-01-01T00:45:00Z,103.52992904201302,response-time,72.39243580432874,2024-01-01T00:50:00Z,milliseconds
api-gateway,2024-01-01T00:45:00Z,506.88885888902655,request-count,387.7754659097776,2024-01-01T00:50:00Z,count
api-gateway,2024-01-01T00:50:00Z,94.94426717336367,response-time,66.95503947135913,2024-01-01T00:55:00Z,milliseconds
api-gateway,2024-01-01T00:50:00Z,686.3200867562743,request-count,510.84847996652775,2024-01-01T00:55:00Z,count
api-gateway,2024-01-01T00:55:00Z,119.49586753770495,response-time,82.09476316758762,2024-01-01T01:00:00Z,milliseconds
api-gateway,2024-01-01T00:55:00Z,506.48898498689573,request-count,375.2504269029931,2024-01-01T01:00:00Z,count
api-gateway,2024-01-01T01:00:00Z,135.2273202897098,response-time,95.70476457338859,2024-01-01T01:05:00Z,milliseconds
api-gateway,2024-01-01T01:00:00Z,675.8320294469377,request-count,513.6626821936509,2024-01-01T01:05:00Z,count
api-gateway,2024-01-01T01:05:00Z,99.96186446569808,response-time,77.54728293021194,2024-01-01T01:10:00Z,milliseconds
api-gateway,2024-01-01T01:05:00Z,588.857916951507,request-count,400.0870114873476,2024-01-01T01:10:00Z,count
api-gateway,2024-01-01T01:10:00Z,111.40740848172258,response-time,86.10227230307156,2024-01-01T01:15:00Z,milliseconds
api-gateway,2024-01-01T01:10:00Z,657.0045184559681,request-count,478.1086709449875,2024-01-01T01:15:00Z,count
api-gateway,2024-01-01T01:15:00Z,111.09560212869067,response-time,79.99354536937517,2024-01-01T01:20:00Z,milliseconds
