componentName,fromTimestamp,maxValue,metricName,minValue,toTimestamp,unit
user-service,2024-01-01T00:00:00Z,33.418778734936744,cpu-usage,17.233053542049866,2024-01-01T00:05:00Z,percent
user-service,2024-01-01T00:00:00Z,67.15559431785138,memory-usage,40.884619062617844,2024-01-01T00:05:00Z,percent
user-service,2024-01-01T00:05:00Z,37.94458708471083,cpu-usage,26.973134705678916,2024-01-01T00:10:00Z,percent
user-service,2024-01-01T00:05:00Z,64.05981778661017,memory-usage,40.71990108155271,2024-01-01T00:10:00Z,percent
user-service,2024-01-01T00:10:00Z,48.42418146938708,cpu-usage,30.803245675006696,2024-01-01T00:15:00Z,percent
user-service,2024-01-01T00:10:00Z,72.25524950770075,memory-usage,44.67804761294143,2024-01-01T00:15:00Z,percent
user-service,2024-01-01T00:15:00Z,30.66098900017694,cpu-usage,15.458462510578668,2024-01-01T00:20:00Z,percent
user-service,2024-01-01T00:15:00Z,70.49301919402855,memory-usage,48.671250740961455,2024-01-01T00:20:00Z,percent
user-service,2024-01-01T00:20:00Z,29.519342954408863,cpu-usage,11.148716556988745,2024-01-01T00:25:00Z,percent
user-service,2024-01-01T00:20:00Z,50.030769261704435,memory-usage,33.511671983423795,2024-01-01T00:25:00Z,percent
user-service,2024-01-01T00:25:00Z,37.04364824343412,cpu-usage,23.01848263124927,2024-01-01T00:30:00Z,percent
user-service,2024-01-01T00:25:00Z,58.092834624930916,memory-usage,38.71109594695386,2024-01-01T00:30:00Z,percent
user-service,2024-01-01T00:30:00Z,35.67566113491606,cpu-usage,21.332649481439958,2024-01-01T00:35:00Z,percent
user-service,2024-01-01T00:30:00Z,60.70737592478301,memory-usage,31.460997552564322,2024-01-01T00:35:00Z,percent
user-service,2024-01-01T00:35:00Z,31.973010305789405,cpu-usage,19.670049964630802,2024-01-01T00:40:00Z,percent
user-service,2024-01-01T00:35:00Z,56.791757682419814,memory-usage,27.472998100730948,2024-01-01T00:40:00Z,percent
user-service,2024-01-01T00:40:00Z,46.57963325094836,cpu-usage,32.23647170592342,2024-01-01T00:45:00Z,percent
user-service,2024-01-01T00:40:00Z,66.65583707673034,memory-usage,40.11735542628912,2024-01-01T00:45:00Z,percent
user-service,2024-01-01T00:45:00Z,29.230972005405306,cpu-usage,11.611828949236063,2024-01-01T00:50:00Z,percent
user-service,2024-01-01T00:45:00Z,61.810850901381414,memory-usage,41.93062498268583,2024-01-01T00:50:00Z,percent
